hs4,code_trade,product_name,hs2_code,hs2_name,section
8713,8713,Wheelchairs,87,"Cars, tractors, trucks & parts thereof.",Transportation
8714,8714,Bi-Wheel Vehicle Parts,87,"Cars, tractors, trucks & parts thereof.",Transportation
8715,8715,Baby Carriages,87,"Cars, tractors, trucks & parts thereof.",Transportation
8716,8716,"Trailers and semi-trailers, not mechanically propelled vehicles",87,"Cars, tractors, trucks & parts thereof.",Transportation
8801,8801,Non-powered Aircraft,88,Aircraft and Spacecraft,Transportation
8802,8802,"Planes, Helicopters, and/or Spacecraft",88,Aircraft and Spacecraft,Transportation
8803,8803,"Aircraft parts (gliders, balloons, and powered aircraft)",88,Aircraft and Spacecraft,Transportation
8804,8804,Parachutes,88,Aircraft and Spacecraft,Transportation
8805,8805,Aircraft Launch Gear,88,Aircraft and Spacecraft,Transportation
8901,8901,Passenger and Cargo Ships,89,"Ships, boats, & floating structures",Transportation
8902,8902,Fishing Ships,89,"Ships, boats, & floating structures",Transportation
8903,8903,Recreational Boats,89,"Ships, boats, & floating structures",Transportation
8904,8904,Tug Boats,89,"Ships, boats, & floating structures",Transportation
8905,8905,Special Purpose Ships,89,"Ships, boats, & floating structures",Transportation
8906,8906,Other Sea Vessels,89,"Ships, boats, & floating structures",Transportation
8907,8907,Other Floating Structures,89,"Ships, boats, & floating structures",Transportation
8908,8908,Scrap Vessels,89,"Ships, boats, & floating structures",Transportation
9001,9001,Optical Fibers and optical fibre bundles,90,"Optical, photo, & film equipment; medical instruments",Instruments
9002,9002,Mirrors and Lenses,90,"Optical, photo, & film equipment; medical instruments",Instruments
9003,9003,Eyewear Frames,90,"Optical, photo, & film equipment; medical instruments",Instruments
9004,9004,Eyewear,90,"Optical, photo, & film equipment; medical instruments",Instruments
9005,9005,Binoculars and Telescopes,90,"Optical, photo, & film equipment; medical instruments",Instruments
9006,9006,Cameras,90,"Optical, photo, & film equipment; medical instruments",Instruments
9007,9007,Video Cameras,90,"Optical, photo, & film equipment; medical instruments",Instruments
9008,9008,Image Projectors,90,"Optical, photo, & film equipment; medical instruments",Instruments
9009,9009,Photocopiers,90,"Optical, photo, & film equipment; medical instruments",Instruments
9010,9010,Photo Lab Equipment,90,"Optical, photo, & film equipment; medical instruments",Instruments
9011,9011,Microscopes,90,"Optical, photo, & film equipment; medical instruments",Instruments
9012,9012,Non-optical Microscopes,90,"Optical, photo, & film equipment; medical instruments",Instruments
9013,9013,LCDs,90,"Optical, photo, & film equipment; medical instruments",Instruments
9014,9014,Compasses,90,"Optical, photo, & film equipment; medical instruments",Instruments
9015,9015,Surveying Equipment,90,"Optical, photo, & film equipment; medical instruments",Instruments
9016,9016,Balances,90,"Optical, photo, & film equipment; medical instruments",Instruments
9017,9017,Drafting Tools,90,"Optical, photo, & film equipment; medical instruments",Instruments
9018,9018,Medical Instruments,90,"Optical, photo, & film equipment; medical instruments",Instruments
9019,9019,Therapeutic Appliances,90,"Optical, photo, & film equipment; medical instruments",Instruments
9020,9020,Breathing Appliances,90,"Optical, photo, & film equipment; medical instruments",Instruments
9021,9021,Orthopedic Appliances,90,"Optical, photo, & film equipment; medical instruments",Instruments
9022,9022,X-Ray Equipment,90,"Optical, photo, & film equipment; medical instruments",Instruments
9023,9023,Instructional Models,90,"Optical, photo, & film equipment; medical instruments",Instruments
9024,9024,Tensile Testing Machines,90,"Optical, photo, & film equipment; medical instruments",Instruments
9025,9025,Hydrometers,90,"Optical, photo, & film equipment; medical instruments",Instruments
9026,9026,Gas and Liquid Flow Measuring Instruments,90,"Optical, photo, & film equipment; medical instruments",Instruments
9027,9027,Chemical Analysis Instruments,90,"Optical, photo, & film equipment; medical instruments",Instruments
9028,9028,Utility Meters,90,"Optical, photo, & film equipment; medical instruments",Instruments
9029,9029,Revolution Counters,90,"Optical, photo, & film equipment; medical instruments",Instruments
9030,9030,Oscilloscopes,90,"Optical, photo, & film equipment; medical instruments",Instruments
9031,9031,Other Measuring Instruments,90,"Optical, photo, & film equipment; medical instruments",Instruments
9032,9032,Thermostats,90,"Optical, photo, & film equipment; medical instruments",Instruments
9033,9033,Opto-Electric Instrument Parts,90,"Optical, photo, & film equipment; medical instruments",Instruments
9101,9101,Precious Metal Watches,91,"Clocks, watches, & parts",Instruments
9102,9102,Base Metal Watches,91,"Clocks, watches, & parts",Instruments
9103,9103,Clocks with Watch Movements,91,"Clocks, watches, & parts",Instruments
9104,9104,Dashboard Clocks,91,"Clocks, watches, & parts",Instruments
9105,9105,Other Clocks,91,"Clocks, watches, & parts",Instruments
9106,9106,Time Recording Instruments,91,"Clocks, watches, & parts",Instruments
9107,9107,Time Switches,91,"Clocks, watches, & parts",Instruments
9108,9108,Watch Movements,91,"Clocks, watches, & parts",Instruments
9109,9109,Clock Movements,91,"Clocks, watches, & parts",Instruments
9110,9110,Incomplete Movement Sets,91,"Clocks, watches, & parts",Instruments
9111,9111,Watch Cases and Parts,91,"Clocks, watches, & parts",Instruments
9112,9112,Clock Cases and Parts,91,"Clocks, watches, & parts",Instruments
9113,9113,Watch Straps,91,"Clocks, watches, & parts",Instruments
9114,9114,Other Clocks and Watches,91,"Clocks, watches, & parts",Instruments
9201,9201,Pianos,92,Musical instruments,Instruments
9202,9202,String Instruments,92,Musical instruments,Instruments
9203,9203,Pipe Organs,92,Musical instruments,Instruments
9204,9204,Accordions,92,Musical instruments,Instruments
9205,9205,Wind Instruments,92,Musical instruments,Instruments
9206,9206,Percussion,92,Musical instruments,Instruments
9207,9207,Electric Musical Instruments,92,Musical instruments,Instruments
9208,9208,Other Musical Instruments,92,Musical instruments,Instruments
9209,9209,Musical Instrument Parts,92,Musical instruments,Instruments
9301,9301,Military Weapons,93,Weapons,Weapons
9302,9302,Handguns,93,Weapons,Weapons
9303,9303,Other Firearms,93,Weapons,Weapons
9304,9304,"Spring, Air, and Gas Guns",93,Weapons,Weapons
9305,9305,Weapons Parts and Accessories,93,Weapons,Weapons
9306,9306,Explosive Ammunition,93,Weapons,Weapons
9307,9307,Bladed Weapons and Accessories,93,Weapons,Weapons
9401,9401,Seats,94,"Furniture, bedding, lamps, & prefab buildings",Miscellaneous
9402,9402,Medical Furniture,94,"Furniture, bedding, lamps, & prefab buildings",Miscellaneous
9403,9403,Other Furniture,94,"Furniture, bedding, lamps, & prefab buildings",Miscellaneous
9404,9404,Mattresses,94,"Furniture, bedding, lamps, & prefab buildings",Miscellaneous
9405,9405,Light Fixtures,94,"Furniture, bedding, lamps, & prefab buildings",Miscellaneous
9406,9406,Prefabricated Buildings,94,"Furniture, bedding, lamps, & prefab buildings",Miscellaneous
9501,9501,Wheeled Toys,95,"Toys, games, & sports",Miscellaneous
9502,9502,Dolls,95,"Toys, games, & sports",Miscellaneous
9503,9503,Other toys,95,"Toys, games, & sports",Miscellaneous
9504,9504,Video and Card Games,95,"Toys, games, & sports",Miscellaneous
9505,9505,Party Decorations,95,"Toys, games, & sports",Miscellaneous
9506,9506,Sports Equipment,95,"Toys, games, & sports",Miscellaneous
9507,9507,Fishing and Hunting Equipment,95,"Toys, games, & sports",Miscellaneous
9508,9508,Fairground Amusements,95,"Toys, games, & sports",Miscellaneous
9601,9601,Worked Ivory and Bone,96,Misc. manufactures,Miscellaneous
9602,9602,Vegetable and Mineral Carvings,96,Misc. manufactures,Miscellaneous
9603,9603,Brooms,96,Misc. manufactures,Miscellaneous
9604,9604,Hand Sifters,96,Misc. manufactures,Miscellaneous
9605,9605,Travel Kits,96,Misc. manufactures,Miscellaneous
9606,9606,Buttons,96,Misc. manufactures,Miscellaneous
9607,9607,Zippers,96,Misc. manufactures,Miscellaneous
9608,9608,Pens,96,Misc. manufactures,Miscellaneous
9609,9609,Pencils and Crayons,96,Misc. manufactures,Miscellaneous
9610,9610,Chalkboards,96,Misc. manufactures,Miscellaneous
9611,9611,Rubber Stamps,96,Misc. manufactures,Miscellaneous
9612,9612,Ink Ribbons,96,Misc. manufactures,Miscellaneous
9613,9613,Lighters,96,Misc. manufactures,Miscellaneous
9614,9614,Smoking Pipes,96,Misc. manufactures,Miscellaneous
9615,9615,Combs,96,Misc. manufactures,Miscellaneous
9616,9616,Scent Sprays,96,Misc. manufactures,Miscellaneous
9617,9617,Vacuum Flask,96,Misc. manufactures,Miscellaneous
9618,9618,Mannequins,96,Misc. manufactures,Miscellaneous
9701,9701,Paintings,97,Art & antiques,Arts and Antiques
9702,9702,Prints,97,Art & antiques,Arts and Antiques
9703,9703,Sculptures,97,Art & antiques,Arts and Antiques
9704,9704,Revenue Stamps,97,Art & antiques,Arts and Antiques
9705,9705,Collector's Items,97,Art & antiques,Arts and Antiques
9706,9706,Antiques,97,Art & antiques,Arts and Antiques
