Country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
NER,,,,,,,,,,,,,,,,,,,-1.232474851,-1.152020324,-1.248123096,,,,,-1.250467006,-1.313396814,-1.198087726
NGA,-2.188683591,-2.024152434,-2.021381352,-1.83156963,-1.847989946,-2.134818374,-1.972313115,-1.60587455,-1.608461505,-2.113036682,-2.22458075,-2.251624859,-2.071049316,-1.946756286,-2.013149031,-1.930735819,-1.925528411,-1.773932329,-1.66370468,-1.666278461,-1.467567419,-1.268836632,-1.444677309,-1.657122614,-1.563529878,-1.544269876,-1.50612847,-1.570910682
PRK,,,,,,,,,,,,,0.799011238,0.762659125,0.762855876,0.798108372,0.649839723,0.379087821,-0.030200492,-0.165235386,-0.182585014,-0.313363851,-0.307743021,-0.159428806,,,,
MKD,0.020606949,,0.0473114,-0.005839538,-0.104979278,-0.156567668,,,,-0.220907418,-0.220516789,-0.176573223,-0.084168174,-0.025020775,0.006355976,-0.042360874,-0.084859377,-0.081191749,0.047105103,0.121302006,0.105385484,0.074873997,0.013326453,0.124289904,0.132268471,0.243921274,0.255950449,0.39746856
NOR,0.984158321,0.955944639,0.970408857,0.934191576,0.942758896,0.903260677,0.84335576,0.714910022,0.736530657,0.864329589,0.837788304,0.820022709,0.67397217,0.667030554,0.623153695,0.59413389,0.604446685,0.641505455,0.771378515,0.647247672,0.664262706,0.722892135,0.719618563,0.568025424,0.589153466,0.51194215,0.593877985,0.464565566
OMN,-0.356959186,-0.366353516,-0.398627997,-0.354669726,-0.476216748,-0.566399319,-0.697767776,-0.53446941,-0.711862126,-0.734939886,-0.772707916,-0.7258908,-0.473455845,-0.558392166,-0.57160517,-0.50382266,-0.46667732,-0.473449465,-0.436476256,-0.411504248,-0.372617543,-0.347605321,-0.325174862,-0.339627283,-0.296059535,-0.252908665,-0.199485163,-0.189808256
PAK,-1.099386395,-1.058743765,-1.01717412,-1.074300523,-1.214191934,-1.126796825,-1.002977038,-0.986360292,-0.914406049,-0.925418634,-0.7929754,-0.658976073,-0.467327794,-0.262860836,-0.28519288,-0.34610528,-0.5357687,-0.616272909,-0.536189094,-0.510309542,-0.496608994,-0.484053551,-0.545284839,-0.489405382,-0.560870287,-0.533165856,-0.471934723,-0.287832126
PAN,-0.362972955,-0.356526483,-0.35172768,-0.301372528,-0.314038377,-0.120827273,-0.147303291,-0.250929423,-0.181007736,-0.16084616,-0.143937524,-0.010697487,0.156627776,0.352025296,0.417098467,0.428409139,0.707921879,0.759032687,0.665783436,0.653986527,0.631615869,0.54431373,0.538403644,0.610786311,0.514049551,0.434404841,0.367727016,0.281474423
PNG,-2.278847417,-2.184667762,-1.975126804,-1.783664832,-1.671737526,-1.401418905,-1.357657175,-1.489476738,-1.663313246,-1.687304555,-1.618798279,-1.683898533,-1.969856346,-1.867613776,-1.841406678,-1.88404256,-1.717626845,-1.309601178,-1.346843632,-1.227932246,-1.763482927,-1.668740866,-1.818051429,-1.784844286,-1.338075507,-1.252293905,-1.272232756,-1.419984517
PRY,,,,,,-0.369082948,-0.503947022,-0.614271257,-0.610867441,-0.561030843,-0.567840697,-0.578139333,-0.435637741,-0.377769102,-0.454472114,-0.527117228,-0.518896623,-0.552718658,-0.445133522,-0.295327253,-0.487348046,-0.391229915,-0.434978821,-0.367554986,-0.366405201,-0.365537254,-0.354082171,-0.404153633
PER,-0.745205414,-0.76818171,-0.801536314,-0.696940507,-0.707015101,-0.633075624,-0.680539523,-0.790013873,-0.777144358,-0.813307319,-0.687890283,-0.708547254,-0.519040924,-0.415891852,-0.463640384,-0.597835235,-0.591480323,-0.444317676,-0.445389906,-0.437021635,-0.535590613,-0.54584793,-0.633107941,-0.610155622,-0.672248272,-0.74583109,-0.747289705,-0.571114296
PHL,-0.786151988,-0.658069545,-0.548593952,-0.543152911,-0.53415065,-0.408789205,-0.37209574,-0.203047201,-0.106459738,-0.193272642,-0.080847143,0.010210989,0.106167972,0.273404572,0.282160329,0.340603655,0.426939677,0.468022751,0.491795446,0.515941534,0.542082496,0.540239567,0.619121059,0.74301113,0.70579661,0.667706308,0.745477437,0.654036522
POL,0.440986481,0.461098749,0.464582788,0.579087033,0.522974514,0.636343824,0.691655248,0.740862021,0.723682314,0.764268861,0.759587781,0.798093262,0.857346373,0.864409527,0.839309615,0.828972671,0.920113774,0.956936903,0.9483594,0.938536547,0.999088754,1.042353428,1.047574732,1.072731566,1.051792529,1.025731165,0.983865648,0.957481353
PRT,0.05679102,0.090460956,0.163330772,0.141955199,0.068598499,0.212449844,0.276334765,0.341532355,0.314648473,0.428492617,0.423832083,0.47752507,0.57770643,0.608139822,0.575612217,0.547461179,0.592100404,0.580851344,0.626801774,0.65641686,0.619626772,0.644917509,0.613339732,0.619731353,0.612257818,0.620349024,0.627618212,0.668857857
QAT,-0.766897605,-0.847049152,-1.195138773,-1.261890076,-1.435110634,-1.044878121,-1.100253502,-0.775985642,-0.808141851,-0.25895996,-0.273617978,-0.241442063,-0.169696957,-0.301242764,-0.433422767,-0.657010848,-0.516547964,-0.674027097,-0.373048286,-0.36041696,-0.319835446,-0.251209476,-0.307879664,-0.354388202,-0.214869336,-0.073906264,-0.147625754,-0.133883759
COG,-0.560764838,-1.102870969,-0.908600338,-1.202345069,-1.066803954,-1.204633722,-1.407781942,-1.235654851,-1.243897993,-1.458202132,-1.348727675,-1.595932981,-1.795917156,-1.775308742,-1.518954287,-1.54113825,-1.659337559,-1.222504617,-1.370295465,-1.336451262,-1.266228396,-1.034355945,-0.538062787,-0.616566654,-0.996413336,-1.113208415,-1.251535921,-1.781015067
ROU,0.391569163,0.367584728,0.373296207,0.308398056,0.244825243,0.182134503,0.171802093,0.182745842,0.220704209,0.219362451,0.298665967,0.384878409,0.646725333,0.748087466,0.767517663,0.812811465,0.771722977,0.65320426,0.752242398,0.822417715,0.900430901,0.912452134,0.989397637,1.044636759,1.045070822,1.085503403,1.14462248,1.124436382
RUS,0.345712942,0.385963568,0.483140077,0.675216251,0.761975036,0.842322549,0.79015376,0.78628914,0.813948961,0.761368385,0.674386055,0.627747183,0.575600493,0.459699481,0.316824706,0.266775635,0.275860257,0.340312902,0.282603989,0.279042697,0.136564121,0.154337738,0.187424228,0.17560596,0.182164739,0.188935124,0.102810164,0.034966935
SAU,0.279910393,0.184550001,-0.028319024,0.129049373,0.104509518,0.101974924,0.182447731,0.087879997,0.070235673,0.030006761,0.063013424,-0.018207373,0.076573861,-0.119037753,-0.165587076,0.013171723,0.153569052,0.146466284,0.298671485,0.393225238,0.372158165,0.455134558,0.485243069,0.550919079,0.610987184,0.555370906,0.784447239,0.698429165
SEN,,,,,,,,,,,,,-0.168406749,-0.254110082,-0.371987808,-0.507584694,-0.478734574,-0.492313004,-0.477394829,-0.389028292,-0.452164275,-0.506743118,-0.565858367,-0.580962605,-0.715362638,-0.773944864,-0.65584256,-0.533595456
SRB,,,,,,,,,,,,0.4058453,0.533676758,0.571276316,0.467994877,0.47105038,0.451070963,0.470366789,0.542406075,0.619811643,0.569963812,0.538477265,0.531074886,0.593537562,0.650966824,0.617702568,0.643631044,0.67713996
SLE,,,,,,,,,,,,,,,,,,,,-1.189061975,,,,,,,,
SGP,0.605796088,0.680576829,0.727963266,0.724824612,0.934550347,1.142261964,1.314193592,1.252250094,1.270007615,1.429401051,1.59190779,1.515158058,1.441675044,1.437188952,1.692979252,1.792447793,1.82532669,1.906745499,1.802722768,1.703767019,1.798085017,1.815221762,1.835514549,1.82951894,1.840689378,1.89095633,1.851252178,1.647265098
SVK,0.954424982,0.955538953,0.909896122,0.99861184,0.89872647,0.984731529,1.039672952,1.00810546,0.977952574,1.048279382,1.072805251,1.084960505,1.102589883,1.135404844,1.125924345,1.128684502,1.179291899,1.154195222,1.144970347,1.163307309,1.171823359,1.093081315,1.122812714,1.143892144,1.193522421,1.204105778,1.254049845,1.184286014
SVN,1.010064053,1.116805948,1.132104785,1.111272499,1.089928579,1.125724203,1.214473899,1.286224181,1.364224863,1.456334722,1.446569787,1.448468767,1.429780082,1.41156449,1.417871477,1.496266078,1.545157006,1.528650074,1.541325012,1.545323654,1.520877639,1.504457537,1.540495638,1.528671599,1.558013882,1.589244021,1.63282105,1.557645509
ZAF,0.239999328,0.160801986,0.214255075,0.331261835,0.383251796,0.301344197,0.226951326,0.232479117,0.286109736,0.236814695,0.2300974,0.299248889,0.232219926,0.237123497,0.184192703,0.134256462,0.163296333,0.258310254,0.252409737,0.235021596,0.148782748,0.046567334,-0.055751478,-0.006838176,0.018183962,-0.008860839,-0.071252412,-0.130155161
KOR,0.430641654,0.519152227,0.597482002,0.651482636,0.638078932,0.636195605,0.759295848,0.901528168,0.995491293,1.101636212,1.248343593,1.439839562,1.3754012,1.429245309,1.525671964,1.588004073,1.629601227,1.768153586,1.758164955,1.773980549,1.792025683,1.821662262,1.89125985,1.918524883,2.0917883,2.099078631,2.049401924,1.899158227
SSD,,,,,,,,,,,,,,,,,,,,-2.074712172,-2.355093964,-2.239269408,-2.144235418,-2.256073276,-2.252220189,,,
ESP,0.85991632,0.86858196,0.876671578,0.845099773,0.8157841,0.890957971,0.901370884,0.912734668,0.880085039,0.896607931,0.840399474,0.827174833,0.888170432,0.857532316,0.82944151,0.818380763,0.839863537,0.807892966,0.856328652,0.839618598,0.849772175,0.770688485,0.757159858,0.751270248,0.713497697,0.702193434,0.761285903,0.782629283
LKA,-1.148051266,-1.018512646,-0.990766005,-0.98067033,-1.038698111,-0.926716907,-0.810736479,-0.74263759,-0.711482639,-0.756844003,-0.651938105,-0.605763153,-0.395617806,-0.25574033,-0.251293151,-0.420579232,-0.308354866,-0.409449537,-0.298812066,-0.25644311,-0.292103094,-0.301290939,-0.37515464,-0.237306123,-0.364822168,-0.354911505,-0.311567834,-0.231158612
SDN,,,,,,-1.074661313,-1.51508734,-1.447722394,-1.575304744,-1.433484788,-1.97625722,-1.855617362,-1.934093123,-1.777482201,-1.983636142,-1.89984594,-2.248762457,-2.014767446,-1.645220389,-1.374738955,-1.450228722,-1.444852472,-1.562294912,-1.427172738,-1.466187557,-1.512034338,-1.447726916,-1.466962527
SWE,1.837580371,1.82254475,1.848336254,1.821555878,1.811872478,1.853606142,1.885931774,1.899300366,1.854608175,1.916342735,1.836002146,1.724303615,1.618311142,1.588073577,1.596868924,1.654198934,1.630171031,1.649458763,1.678573553,1.665794746,1.64589594,1.56374165,1.605127282,1.524838059,1.541103689,1.560796192,1.512573343,1.441869774
CHE,1.96251907,1.971587154,2.002073282,1.877326549,1.899453199,1.922144373,1.967388619,2.040027817,2.02052485,1.999260318,1.95989561,1.917325049,1.775234721,1.728885545,1.784109338,1.923131968,2.032452417,2.176975732,2.151127951,2.074099265,2.060080665,2.050128398,2.092174914,2.041307898,2.055316664,2.072382141,2.058057963,2.019364279
SYR,-1.199334048,-1.337165136,-1.302282557,-1.098343996,-1.197517647,-1.234669348,-1.120883952,-1.135968035,-0.952689087,-0.925635205,-0.675848224,-0.621193532,-0.418834443,-0.288694123,-0.279440044,-0.305016682,-0.401728199,-0.381703305,-0.376382124,-0.038858421,,,,,,,,
TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.776747387,-0.83990507
TZA,,,,,,,,,,-1.308600808,-1.253177548,-1.095791138,-0.830646226,-0.684317284,-0.676592631,-0.746714373,-0.893450634,-0.766743643,-0.725759093,-0.750170467,-0.847393003,-0.858881988,-0.899187308,-0.378547324,-0.506513046,-0.517071546,-1.115830993,-1.1282437
THA,-0.239407676,-0.176113086,-0.139733246,-0.172537665,-0.129407329,-0.013882573,0.119148445,0.12669022,0.187834719,0.302189666,0.381361566,0.456611983,0.585451391,0.692448331,0.740156425,0.78310348,0.884633289,0.957371483,0.959003524,1.016501727,1.021937008,0.9934271,1.001305383,1.005060423,1.017487349,0.99003154,0.992234421,0.985432857
TGO,,,,,,,,,,,,,,,-0.502477392,-0.625494305,-0.709609601,-0.832806718,-0.698321438,-0.61615335,-0.654380141,-0.562463053,-0.73740966,-0.728991795,-0.724943823,-0.796140959,-0.842345701,-0.870976515
TUN,-0.615208769,-0.673389235,-0.775152894,-0.692580708,-0.782855892,-0.637153078,-0.569446186,-0.453950773,-0.477785227,-0.431081722,-0.34699761,-0.284790947,-0.056262967,0.067697105,0.063615825,0.168408182,0.24271683,0.148747348,0.198006624,0.249120921,0.239787048,0.239954437,0.245419627,0.28267048,0.253819064,0.172769511,0.281398129,0.349136427
TUR,-0.178098722,-0.128021904,-0.144741438,-0.105980286,-0.173616138,-0.120715961,-0.051568693,-0.039935732,-0.107735895,-0.049601034,0.097129233,0.22457115,0.412739803,0.491070182,0.488755003,0.459295712,0.462712236,0.442039457,0.49269236,0.528261888,0.49996289,0.520929369,0.549634365,0.59116195,0.562225252,0.614744122,0.626854633,0.660803337
TKM,,,,,,-1.083542255,-1.093749643,-0.982959611,-1.228519563,-1.268368081,-1.278318082,-1.217186649,-1.033042448,-0.991741441,-0.977327772,-0.927158308,-1.006280027,-1.540692432,-1.700921781,-1.232323103,-1.111275428,-0.956333872,-1.266696416,-1.116998718,-1.143714186,-0.816648507,-0.810855315,-0.690477905
UGA,,,,,,,,,,,,,,-0.396584818,-0.546206835,-0.458311676,-0.513586576,-0.490974259,-0.400673633,-0.31945541,-0.439740264,-0.436534219,-0.605672464,-0.6636596,-0.707236116,-0.873259507,-0.820716779,-0.771228016
UKR,0.331457364,0.684866268,0.64585392,0.779358673,0.696639964,0.608607823,0.58838133,0.725979989,0.688246483,0.616148292,0.604832989,0.546467699,0.529442634,0.501983517,0.450758834,0.391066311,0.458314434,0.463313715,0.511177349,0.487333099,0.445698553,0.314016504,0.277791141,0.351018839,0.269872441,0.324232274,0.306000519,0.288619671
ARE,-0.295720807,-0.281292313,-0.354456116,-0.423515798,-0.446111486,-0.415353923,-0.359679046,-0.493254174,-0.386422422,-0.127566439,-0.202446952,-0.038743478,-0.094798036,-0.154135476,-0.216506768,-0.19914962,-0.017070772,-0.043498984,0.049062275,0.111184405,0.126205606,0.072563826,0.081794206,0.055199907,0.074252566,0.051513763,0.086781714,0.096026602
GBR,1.661026242,1.694245764,1.687547865,1.685195309,1.755076144,1.845823169,1.810423639,1.801876338,1.76031475,1.765070917,1.722069848,1.663035698,1.547748715,1.573719912,1.615348483,1.665708389,1.675097603,1.687101278,1.629965467,1.553058326,1.553294026,1.503947738,1.603083892,1.527549677,1.602113355,1.595332041,1.573657419,1.553147343
USA,1.587310304,1.598461856,1.626772469,1.591618965,1.662645331,1.660209232,1.670366581,1.658828799,1.658001962,1.650233487,1.631369492,1.576079715,1.462894089,1.410253935,1.406274244,1.492843128,1.492490785,1.544006231,1.488678815,1.507324523,1.474187097,1.497398124,1.48088878,1.380738692,1.403554121,1.419644215,1.445288601,1.407828822
URY,0.282052699,0.215163566,0.134062265,0.2368882,0.22173079,0.206920436,0.18677692,0.128877039,0.093016752,0.1447106,0.10533056,0.110140111,0.216825323,0.22709905,0.216694332,0.262389079,0.285808908,0.174345374,0.282865396,0.267937653,0.172229321,0.21368594,0.206012016,0.126853967,0.104910965,-0.013220775,0.057702511,0.169014845
UZB,,-0.55286357,-0.732626472,-0.684781401,-0.518819557,-0.658191772,-0.587036217,-0.600479977,-0.578578459,-0.672589667,-0.586936119,-0.5473299,-0.460366291,-0.354994799,-0.529632083,-0.555834758,-0.623751574,-0.656954831,-0.595023636,-0.459321814,-0.404710461,-0.488338949,-0.399391917,-0.407935886,-0.521828377,-0.539419539,-0.419299227,-0.156365829
VEN,-0.079817457,0.029108177,-0.106493434,0.010011249,-0.118417434,-0.048207196,-0.033197334,0.090693321,-0.071279761,-0.032367243,-0.028976907,-0.189820402,-0.249783131,-0.551307669,-0.675508756,-0.617709504,-0.795273855,-0.895374031,-0.604223188,-0.756608871,-0.673776888,-0.920744662,-0.985651303,-1.054211125,-0.972586658,-0.89562464,-0.947385243,-0.640360779
VNM,-1.279913988,-1.137382802,-1.105721589,-1.034033054,-1.058315413,-0.927332287,-0.876009398,-0.85050239,-0.721041552,-0.599901361,-0.549485242,-0.397105964,-0.195164505,-0.025939681,-0.073882794,-0.034999729,0.059073305,0.083883079,0.093835494,0.105557307,0.041014119,0.114421002,0.075339466,0.142443448,0.124950964,0.198803339,0.221343035,0.394031519
YEM,-1.522666031,-1.5230061,-1.471831531,-1.52845325,-1.528037084,-1.519055906,-1.459981549,-1.592851311,-1.716334768,-1.653525717,-1.317775684,-1.551131482,-1.345131753,-1.248754056,-1.073458455,-1.108342656,-1.089212309,-1.138840585,-1.109063636,-0.907414016,-0.835342579,-0.951152472,-1.231572969,-1.167709274,-1.282176779,-1.232636961,-1.184122672,-0.946929724
ZMB,,,,,,,,,,-1.09349191,-1.026899758,-0.892181315,-0.740591571,-0.636180942,-0.72855877,-0.856832611,-1.1209742,-0.632781704,-0.476418699,-0.326842694,-0.421238279,-0.559264694,-0.684849471,-0.603544,-0.554288533,-0.63211313,-0.749319421,-0.741282582
ZWE,-0.098741066,-0.255702674,-0.282450817,-0.377179395,-0.339724767,-0.403946633,-0.464214593,-0.642893793,-0.573976726,-0.397127735,-0.431909255,-0.366610264,-0.416382091,-0.25147544,-0.342352865,-0.486363017,-0.922870832,-0.955399924,-0.930809337,-0.851657978,-0.782659116,-0.85149993,-0.867330945,-0.873359447,-0.943463457,-0.951301104,-0.911236893,-0.844306364
